data_rate,sciname,booleanFlag,probability_confidence,decimal_float_field,status_code_data,var_162,integer,percentile,stock_rsu_grant_22,probabilityConfidence,memory_usage_data,raw_binary_value,decimal_float,attr_619,median_val,investment_account,power_6,var_fxiq,cin90,customer_histogram_bin,decimalFloat,c_234,histogram_bin_14,encoding_14,length,imageEmbedding,median,standardDeviation,m_f,STANDARD_DEVIATION,meta_inte,median_2,IMAGE_EMBEDDING,arithmetic_mean,CORRELATION,user_billing_account,p_177,VERSION_NUMBER,stddev,STOCK_TICKER,x_co,col_um,titlePrefix,integer_30,cache_duration,fact_latitude,tenant_identifier_raw,clock_time,billing_acct,PROBABILITY_CONFIDENCE,featureVector,percentile_2,histogram_bin_raw,col_378,binary_value_field,channel,type,histogram_bin,schedule_plan_6,DECIMAL_FLOAT,species,user_iata_code,CITATION,p_wor,word_embedding_val,raw_scientific_name,BONUS_VARIABLE_PAY,schema,mlg61,probval,imgemb,trend_growth_rate,word_embedding,dialing_code,zskgui18,numeric_range,v_107,integer_field,p_ord,confidence,raw_mean_average,genericIdentifier,jomn72,integer_2,dim_cron_specification,SIZE_DIMENSION_CATEGORY,customer_probability_confidence,batch_id
2054,Fe2O3,yes,0.2875,7360.6511,pending,-22.03%,5609,78.8,978 shares @ $22.08,0.3053,77.5,0,7445.036,"[0.2816, 0.0845, 0.5901, -0.2005, -0.2945, 0.3811, -0.2826, -0.3739]",-17.4115,INV-485000,43332.0,1,"[0.9933, 0.0125, 0.0962, 0.2391, 0.6631, 0.2203, 0.95, 0.7173]",64.77,1984.5575,10/28,47.86,ISO-8859-1,966.57,"[-0.293, 0.1996, 0.5594, 0.0365, -0.4836, 0.1895, -1.0038, 0.3978]",70.1665,36.7292,Unisex,28.8569,1651,-60.7786,"[0.3889, -0.2167, 0.7857, -0.559, 0.2354, -1.1473, 0.2525, -0.3539]",63.5957,0.1991,BILL-233586,22-90,4.1.26,43.6089,ZMMC,"[10.12, 77.01]",CC BY 4.0,Mr.,9725,184 days,-20.490344,tenant-006,05:19:31,BILL-813348,0.5097,"[0.5188, 0.5643, 0.2735, 0.0266, 0.1488, 0.4394, 0.8788, 0.3338]",1.38,32.95,0.7697,0,Email,Enterprise,86.9,Daily at 2am,8230.8222,NaCl,VRA,King et al. (2024),"[1.1775, -1.627, -0.6187, -0.53, -0.7631, 0.8737, -1.0329, 1.4434]","[1.2448, 1.4123, -0.7814, -0.5054, -0.4172, 0.1937, 0.7648, 1.5351]",C6H12O6,"$12,418",IEEE 754,81.37,0.9917,"[-0.4177, -0.0499, 0.2645, -0.101, 0.465, 0.1004, 0.0983, 0.5101]",-17.71%,"[-0.6591, -1.1582, 0.7647, 1.0251, 0.136, 0.4298, 0.1661, 1.7141]",+55,25.6,31-98,Homo sapiens,5225,454,0.6447,-61.5672,d125d62b-f8d9-4279-8948-42789083c689,9932.3493,1708,49 0 * * 1-5,L,0.4356,batch-20210901-76
2593,E. coli,yes,0.0863,7513.3424,cancelled,-29.64%,7271,96.65,3833 shares @ $240.97,0.0872,10.6,1,5631.6605,"[0.0679, 1.1253, 0.2037, 0.9895, 0.0101, 0.1207, -0.3781, 0.8401]",77.619,INV-794741,22534.6,0,"[0.0223, 0.2229, 0.2476, 0.9025, 0.6389, 0.3212, 0.5512, 0.5923]",49.82,9897.9996,03/28,45.68,ASCII,894.12,"[0.1036, 0.5269, -0.1623, 0.2283, 0.0637, -0.1861, 0.8965, -0.7891]",14.9727,31.2735,Unisex,10.375,8653,44.6109,"[-0.0268, -0.6551, 0.2358, 0.0301, -0.317, 0.2743, -0.6946, -0.0534]",-66.9709,0.6641,BILL-121336,19-100,2.7.86,39.2285,NU,"[5.47, 91.69]",BSD-3-Clause,Ms.,942,270 days,-3.280756,tenant-039,19:48:53,BILL-517972,0.3069,"[0.0973, 0.7119, 0.3111, 0.9081, 0.8802, 0.2, 0.4064, 0.827]",56.65,12.98,0.3808,1,In-Store,Trial,93.37,Every 15 minutes,8833.8224,Homo sapiens,XIF,Walker et al. (2001),"[0.6864, 1.6903, -0.5459, 0.4161, -1.1725, 1.0807, 1.4804, 0.6166]","[0.6592, 0.5465, 0.9473, 1.6532, -0.5353, -1.1126, 0.814, -1.2878]",H2O,"$21,496",RFC 3339,6.27,0.3734,"[-0.0767, -0.0506, 0.4589, 0.1266, 0.1787, -0.3487, 0.2881, -0.1908]",-46.12%,"[-0.3299, 0.4293, 1.8705, 0.2522, -0.4573, -1.7869, 0.9588, 1.5711]",+61,21.5,3-62,H2O,7895,927,0.0158,-48.6003,c07b5fff-6f0a-4230-959f-b374cd74c061,7544.9902,2183,23 12 * * *,XL,0.0145,batch-20190522-84
8381,Fe2O3,yes,0.37,6894.5711,rejected,-14.83%,3098,76.45,2667 shares @ $472.08,0.0915,15.0,0,6918.5585,"[-0.5402, 0.8919, -0.464, 0.2624, -0.0734, 0.4813, 0.2616, 0.4353]",-62.279,INV-767559,23157.1,0,"[0.2103, 0.1589, 0.397, 0.7676, 0.3898, 0.988, 0.3809, 0.9076]",2.12,8855.504,03/29,98.83,Latin-1,183.44,"[-0.0717, 0.0403, -0.1665, 0.0503, 0.3023, -0.0756, -0.2431, -0.0462]",54.3398,14.7022,Female,18.4383,5314,87.0364,"[-0.6715, 0.8918, -0.1428, 0.7259, -0.1669, 0.2798, 0.3816, 0.2603]",-40.8386,0.1009,BILL-491705,34-78,4.5.81,14.114,RRK,"[5.15, 67.25]",Proprietary,Mrs.,3357,349 days,-64.850357,tenant-029,08:07:54,BILL-659272,0.6121,"[0.5574, 0.9433, 0.0804, 0.0977, 0.1155, 0.4101, 0.7139, 0.9955]",45.64,87.12,-0.6683,0,Web,Standard,91.2,Monthly on 1st,3032.5344,Fe2O3,GXR,Anderson et al. (2025),"[-1.3825, 1.0686, -0.2042, 0.0672, -0.2776, -0.0988, 1.2038, 1.3253]","[0.533, -2.6479, -1.0021, 0.3364, 0.0513, -0.3233, 0.8106, -1.4336]",H2O,"$34,810",POSIX,61.23,0.5959,"[0.753, -0.7553, 0.2465, 0.0367, -0.9626, 0.3848, 0.7191, -0.0924]",-19.34%,"[-1.0446, 1.494, 1.1509, 0.1733, 0.1018, 0.7381, 0.2527, 0.045]",+49,48.7,27-99,H2O,2180,1,0.2499,65.6589,084056c2-2c1f-40c2-90b0-38c2f9902647,6437.3424,9575,"48 12 * * 0,6",XL,0.7441,batch-20250213-23
32,Fe2O3,0,0.0618,7977.1329,active,-24.53%,347,23.68,4009 shares @ $174.02,0.2048,21.1,1,6679.3929,"[-0.3156, 0.3693, 0.4986, -0.4054, -0.0702, -0.4873, 0.391, 0.8739]",38.5032,INV-743724,28270.9,1,"[0.0145, 0.1125, 0.7124, 0.2729, 0.2125, 0.909, 0.568, 0.414]",29.18,7413.3601,06/28,39.63,UTF-8,691.2,"[-0.0158, 1.1646, 0.4618, -0.4309, -0.7882, 0.1206, 0.9899, -0.0835]",-30.0476,1.0774,Unisex,29.0795,6150,21.4297,"[0.372, 0.0686, 0.0635, 0.3405, 0.6065, -1.045, 0.6326, 1.3256]",-94.2943,-0.7518,BILL-516351,40-74,3.14.81,37.6626,MJX,"[29.41, 68.45]",Proprietary,Mr.,2250,66 days,34.061801,tenant-002,14:54:27,BILL-734935,0.0243,"[0.6057, 0.8092, 0.1702, 0.1768, 0.9253, 0.7058, 0.526, 0.6351]",55.8,75.41,-0.6358,1,Social Media,Enterprise,57.43,Weekly on Monday,4681.8824,C6H12O6,ZNQ,Jones et al. (2026),"[-0.6641, 1.3608, 1.4417, 0.9246, 0.1708, 0.0583, -0.1622, -0.4442]","[0.2825, 1.2957, 0.3501, -0.4244, 0.4597, -0.5802, 0.9387, -1.4409]",Fe2O3,"$42,670",RFC 3339,31.23,0.5856,"[0.5437, -0.1075, -0.2892, -1.0873, -0.7069, 0.098, -0.4842, 0.6399]",-21.02%,"[-2.0762, 0.2839, 0.6205, 0.6829, 0.8994, -0.879, -0.3053, 1.003]",+33,10.0,33-99,C6H12O6,1822,599,0.9873,-46.997,4fcd02d2-c3c4-4804-a391-9759cdcfbe77,1006.5055,8146,5 3 * * 1-5,XXL,0.3012,batch-20240304-05
7701,Fe2O3,1,0.5993,2246.3456,approved,1.97%,416,94.26,1796 shares @ $376.8,0.5602,12.7,1,9144.6936,"[0.8593, 0.8497, -0.1999, -0.4107, -0.2104, -0.0019, 0.0109, 0.7829]",-16.6732,INV-178403,15199.9,1,"[0.4485, 0.3921, 0.5947, 0.292, 0.821, 0.1496, 0.5071, 0.7006]",60.55,6053.3472,12/28,32.58,UTF-8,322.51,"[0.3186, -0.0343, 0.8974, -0.2621, 0.3778, -0.3425, -1.1358, 0.0715]",11.1972,28.7625,Male,3.3368,4819,75.3496,"[0.6267, 0.326, 0.1781, 0.3176, 1.0378, 0.2857, 0.3599, 0.1272]",-82.0873,0.7383,BILL-405480,44-73,2.13.3,2.6871,GSWU,"[22.5, 97.58]",MIT,Mr.,1491,251 days,-51.587658,tenant-047,04:08:59,BILL-743280,0.5693,"[0.9142, 0.9553, 0.5415, 0.8927, 0.0387, 0.3672, 0.7837, 0.4987]",17.55,4.63,0.3361,0,Phone,Trial,65.3,Weekly on Monday,9388.8835,C6H12O6,EHC,King et al. (2004),"[-1.0941, -1.5811, 0.1099, 2.0646, 0.4661, 0.5079, 2.0278, 0.0813]","[1.6763, 1.626, -1.1766, -1.0565, -0.4335, -0.1557, 1.981, -0.859]",H2O,"$19,462",ISO 8601,25.48,0.7887,"[0.201, -0.1141, 0.0307, -0.6083, 0.1514, 0.3898, -0.7226, 0.0348]",37.34%,"[1.705, -0.0274, -0.783, -0.2674, 1.4907, 0.0448, -0.4533, 1.4149]",+49,-13.4,29-68,H2O,7360,434,0.5165,9.4953,4bb49edc-c17a-4353-8bf0-0893a210d333,6559.4628,8281,47 8 * * *,S,0.5305,batch-20240911-35
6131,Fe2O3,false,0.3686,6687.2439,inactive,-11.79%,3875,29.79,2424 shares @ $305.67,0.7313,83.9,0,-440.2847,"[-0.5459, -0.354, -0.114, -0.4522, 0.0754, -0.8089, 0.0609, 0.0613]",2.8435,INV-832204,36883.0,0,"[0.5775, 0.0742, 0.2462, 0.0303, 0.803, 0.9976, 0.3457, 0.736]",4.97,5231.0101,02/29,35.77,Latin-1,436.85,"[0.0974, 0.2705, 0.1782, 0.7288, -0.1086, 0.5694, 0.4438, -0.7485]",-91.4966,28.2738,Unisex,43.4224,3698,-0.9691,"[0.3049, -0.0589, -1.1692, -0.5477, -1.2598, -0.2741, -0.5259, 0.2533]",-72.7124,-0.1553,BILL-566358,5-99,3.8.51,6.6051,WIDL,"[21.78, 64.56]",CC BY 4.0,Hon.,6952,117 days,75.597456,tenant-026,15:56:50,BILL-572239,0.5803,"[0.3861, 0.3344, 0.4301, 0.055, 0.2076, 0.1673, 0.2213, 0.305]",36.96,37.12,-0.0536,0,Phone,Premium,78.56,Monthly on 1st,-116.9395,E. coli,POC,Martin et al. (2019),"[-0.8329, -0.7757, 0.0642, 1.1003, -0.377, -0.1475, -2.1638, 0.415]","[1.1906, -0.5358, 0.4912, 0.2646, 0.1045, 0.6653, -0.1851, 0.9141]",C6H12O6,"$6,081",RFC 3339,57.61,0.6607,"[-0.0759, 0.9631, 0.0265, -0.483, 0.4625, -0.4561, -0.2022, 0.1484]",44.2%,"[-0.5136, -1.3752, 1.4109, 0.3343, 0.4463, 0.5363, 1.6775, -1.4386]",+33,6.1,9-100,NaCl,7812,334,0.8955,-36.3228,33082bf1-cddf-43a5-8fc5-c3cb12018b12,3730.8102,9674,42 22 * * 1-5,XL,0.9925,batch-20230227-33
6488,H2O,true,0.5145,7727.898,active,-49.31%,3113,50.86,4898 shares @ $406.65,0.9897,59.0,0,5912.0191,"[-0.3684, -0.1838, 0.5816, 0.226, -0.1261, 0.0475, 0.6345, 0.0336]",72.4445,INV-431992,18164.3,0,"[0.652, 0.9811, 0.686, 0.7599, 0.2809, 0.6279, 0.6148, 0.7497]",89.76,8720.1989,11/24,84.95,UTF-8,685.33,"[0.093, 0.3658, -0.1098, -0.2513, -0.6488, 0.1601, 0.2614, -0.2096]",-89.5338,23.891,Male,22.4021,6160,-52.5541,"[0.535, -0.1001, -0.3088, -0.3517, -0.0813, 0.8931, -0.4676, 0.9306]",-16.2166,-0.1629,BILL-652224,22-70,0.7.99,29.2738,FS,"[32.23, 80.72]",MIT,Rev.,1243,47 days,46.730023,tenant-002,05:15:35,BILL-279673,0.4585,"[0.8204, 0.2638, 0.5919, 0.0331, 0.7291, 0.9157, 0.7992, 0.8363]",51.32,23.48,0.6147,1,In-Store,Trial,41.5,Weekly on Monday,3586.1741,C6H12O6,HUW,Garcia et al. (2019),"[1.8986, -0.1078, -0.1822, -1.4031, -1.6156, 1.9071, -0.0644, 0.4746]","[-1.3213, 0.0014, -0.1442, -0.0829, 0.7277, 1.1349, 0.8984, 0.6387]",C6H12O6,"$49,666",RFC 3339,28.05,0.3098,"[-0.1638, 0.6713, -0.1659, -0.5331, -0.134, 0.9939, -1.2105, 0.1574]",-21.24%,"[1.7624, 1.0075, 0.1524, 0.2345, -1.0763, -0.5569, -0.2085, -1.249]",+33,48.2,17-93,Fe2O3,2897,90,0.5735,-24.9217,a6bbb78c-6ad7-49c6-a99a-a645f2f720c2,3225.0734,1312,54 13 * * *,XL,0.3133,batch-20260614-61
3030,Homo sapiens,no,0.1724,4601.9037,inactive,42.42%,8664,79.81,133 shares @ $74.96,0.2005,84.4,1,9787.1398,"[0.2821, -0.3562, 0.7511, 0.2078, 0.2275, 0.7444, 0.0735, -0.2061]",-39.3143,INV-358593,9984.8,1,"[0.3412, 0.0912, 0.8739, 0.6913, 0.0805, 0.6096, 0.7941, 0.3673]",97.3,6884.3966,09/24,38.78,UTF-8,380.67,"[0.064, -0.9023, -0.3597, -1.1333, 1.1572, 0.4656, -0.5303, 0.1615]",-87.4631,34.9943,Female,18.7455,7992,-24.9011,"[0.0114, -0.5676, 0.1302, -0.1787, 0.6938, 0.5005, 0.2105, -0.7013]",-89.2033,0.4822,BILL-492947,23-73,1.16.44,38.8452,RJ,"[30.83, 75.98]",Apache-2.0,Rev.,1242,47 days,49.483167,tenant-025,16:27:31,BILL-384232,0.3224,"[0.381, 0.6102, 0.3785, 0.251, 0.2938, 0.3702, 0.5541, 0.294]",7.05,57.88,-0.834,0,Social Media,Trial,45.02,Monthly on 1st,2846.4478,Fe2O3,SPP,Jackson et al. (2023),"[-0.91, 0.0989, 0.914, 0.2998, 0.1553, -0.3879, 1.4985, -1.4147]","[0.3255, -0.2632, -1.3227, 0.4172, 1.7127, 1.6365, 0.7801, -0.7087]",NaCl,"$3,253",ISO 8601,75.77,0.3403,"[0.3778, -0.6222, 0.4496, -0.5809, -0.3065, 0.0618, -0.4734, -0.3759]",-49.74%,"[0.9857, 1.6196, 0.4189, 0.1612, 0.8604, 0.2346, -0.7466, -0.3749]",+1,-10.4,43-98,E. coli,5049,649,0.1657,-24.32,33ac16d9-3e13-4815-ba22-4333b29b9bff,662.5302,8481,"42 8 * * 0,6",L,0.6818,batch-20210720-61
5458,Fe2O3,false,0.3532,6679.6127,completed,23.68%,3668,25.39,1974 shares @ $125.18,0.254,21.5,0,985.5517,"[0.5153, 0.1291, -0.6634, 0.4787, -0.5929, 0.9656, 0.0242, -0.8247]",58.7193,INV-448039,47278.0,1,"[0.8843, 0.9594, 0.3752, 0.2893, 0.0326, 0.1554, 0.6374, 0.0469]",49.34,3321.4732,05/26,15.9,Latin-1,241.22,"[0.0165, 0.9211, 0.4546, -0.8616, -0.6759, -0.1909, -0.502, -0.3642]",1.8382,5.7885,Male,28.2591,937,-39.0054,"[-0.0409, -0.3343, -0.1287, -0.0006, 0.1092, 0.2708, -0.409, 0.8224]",16.3075,0.6689,BILL-746317,35-53,3.18.25,46.7854,YOBC,"[7.19, 63.57]",GPL-3.0,Prof.,2834,275 days,6.835443,tenant-022,01:36:18,BILL-228503,0.1097,"[0.1514, 0.2759, 0.3759, 0.057, 0.0871, 0.6392, 0.5203, 0.2644]",45.7,66.94,-0.6416,1,Email,Enterprise,15.79,Weekly on Monday,3813.5205,C6H12O6,GDI,Rodriguez et al. (2013),"[-0.0845, 1.0253, -0.733, 0.7394, -0.2704, -1.2886, -0.3064, 0.9499]","[-0.2502, 0.3483, -0.1367, 2.2895, -1.5739, 1.2585, -0.1173, 0.7589]",E. coli,"$19,961",POSIX,84.87,0.0123,"[-0.0147, 0.5972, 0.1074, 0.3381, -0.4652, -0.6933, 0.1298, -0.3]",-20.01%,"[-1.5166, 0.6715, 1.0805, -0.0214, -0.2982, -1.051, 1.7675, -1.5532]",+61,36.2,21-84,E. coli,1361,259,0.4872,-27.4153,0023f673-daab-4ee3-92d3-5f5418f43b84,2497.2682,5776,"23 21 * * 0,6",XS,0.2816,batch-20220506-23
2172,E. coli,no,0.6516,2763.4973,completed,38.47%,20,69.64,3737 shares @ $129.83,0.0364,1.1,0,5342.9903,"[-0.0317, 0.1327, -0.1663, 0.2523, 0.1604, -0.26, -0.9382, 0.1875]",-56.637,INV-657698,35532.2,0,"[0.5275, 0.5057, 0.4789, 0.2113, 0.4387, 0.709, 0.0095, 0.2932]",5.59,9729.67,07/24,4.25,ASCII,800.7,"[-0.2021, 0.3192, -0.2045, -0.8239, -0.3963, -0.0269, -0.1771, 0.417]",64.3685,32.7172,Unisex,23.3333,6270,38.2339,"[-0.4685, 0.091, -0.2076, 0.2325, 0.188, -0.3051, 0.0788, 0.2287]",80.1899,0.2018,BILL-547663,11-77,2.20.87,4.8013,BNC,"[28.52, 85.79]",BSD-3-Clause,Ms.,8724,256 days,-24.018387,tenant-011,01:51:56,BILL-842165,0.7771,"[0.6445, 0.9491, 0.658, 0.57, 0.3029, 0.4358, 0.6937, 0.084]",25.76,99.37,0.7407,1,Chat,Enterprise,7.69,Daily at 2am,8898.5366,NaCl,ZNL,Young et al. (2024),"[-1.8579, -0.7343, -0.2932, -0.6266, -0.225, -0.3615, 0.9441, -2.4693]","[-0.4728, -1.5266, -0.3458, 1.5579, 0.1142, 1.054, -2.254, -0.0727]",E. coli,"$13,059",W3C Date,12.89,0.9729,"[-0.0656, -0.31, -1.1449, 0.8116, 0.0736, -0.0344, -0.1764, -0.1363]",-2.37%,"[-0.2456, 0.4249, -1.4764, -0.0033, 0.9529, 1.3664, 0.6782, 0.948]",+49,4.0,31-51,E. coli,2137,624,0.6847,-4.1588,bcc73b7f-d410-4963-bedb-963ef37959bb,1422.1019,3621,6 12 * * *,S,0.8897,batch-20231113-21
509,Homo sapiens,no,0.9593,496.4888,approved,-15.33%,966,85.67,991 shares @ $328.26,0.1595,7.5,1,9029.3975,"[0.0946, -0.0378, -0.3938, -0.0937, 0.379, 0.1091, 0.5743, 0.315]",-78.0681,INV-842286,29919.3,0,"[0.1222, 0.8893, 0.5275, 0.2535, 0.52, 0.522, 0.8291, 0.4051]",28.17,1555.7125,01/27,92.65,UTF-16,956.41,"[0.1291, -0.0291, 0.3885, -0.0433, 0.4297, -0.3785, 0.6377, -0.51]",-65.5768,46.5621,Unisex,12.0687,1671,89.6361,"[-0.2498, 0.8248, 0.3482, 0.3881, 0.4105, 0.0456, -0.7207, 0.7931]",-4.8646,0.8172,BILL-677409,23-97,3.7.89,37.8071,BY,"[23.92, 68.81]",BSD-3-Clause,Mr.,7103,259 days,64.672017,tenant-040,06:46:26,BILL-970613,0.3636,"[0.1253, 0.3104, 0.8987, 0.7863, 0.0781, 0.2327, 0.882, 0.7952]",75.33,10.34,-0.8668,0,In-Store,Premium,69.43,Daily at 2am,7278.232,Fe2O3,WLC,Johnson et al. (2020),"[-1.1, 1.9916, -1.7665, -0.5419, 0.719, 0.6733, -3.3063, -1.1655]","[-0.436, 1.0121, -1.1083, -0.8582, 0.0627, 0.5161, 0.2531, -0.6857]",E. coli,"$48,042",RFC 3339,39.42,0.4626,"[-0.1404, -0.1343, -0.0755, 0.1982, -0.1691, 0.2369, -0.3158, 0.4362]",27.79%,"[-0.5658, 0.3742, -1.4563, 0.2648, -0.3058, 1.5822, -1.1366, 0.5667]",+86,-2.4,30-100,NaCl,28,655,0.4295,20.7583,d6f4f977-5e42-4762-a48e-2b66982b5ee4,7776.2356,450,"29 10 * * 0,6",S,0.623,batch-20220615-45
8482,E. coli,false,0.0862,4308.718,active,-15.36%,4722,5.84,1303 shares @ $181.12,0.1006,30.3,1,4552.9717,"[0.1519, 0.3069, 0.2253, 0.5399, -0.1546, -0.6619, -0.2416, 0.0473]",-36.047,INV-953845,36593.4,0,"[0.4921, 0.6121, 0.4943, 0.6191, 0.4516, 0.3324, 0.3541, 0.8327]",58.5,91.1368,10/26,67.62,UTF-8,702.47,"[0.6277, -0.2723, 0.356, -0.1062, 0.0827, -0.0861, 0.0658, 0.6107]",-35.2816,37.7304,Female,17.163,4704,3.2684,"[0.2514, -0.4936, -0.2179, -0.1413, -1.2619, -0.0399, 0.3896, -0.79]",55.5438,-0.7376,BILL-428551,8-86,0.5.64,42.2937,KDFR,"[18.88, 80.52]",Proprietary,Mr.,6410,218 days,-58.801186,tenant-027,09:47:42,BILL-947607,0.6421,"[0.4389, 0.8381, 0.2615, 0.605, 0.018, 0.9945, 0.6238, 0.2635]",76.45,75.67,0.7619,0,Web,Standard,88.14,Weekly on Monday,-312.1622,Fe2O3,YRO,Garcia et al. (2001),"[-0.2648, -0.2921, 0.2602, 1.3065, 0.2763, -0.8344, -1.0112, 0.2266]","[-0.1543, 1.6711, -1.3787, -0.1245, -0.8481, 0.7896, -0.5583, -1.6092]",NaCl,"$48,116",IEEE 754,0.32,0.6103,"[0.42, 0.291, 0.4575, 0.1695, 0.2416, 0.2891, 0.3736, 0.267]",17.06%,"[-0.1694, 0.9038, 0.3714, -0.4048, 0.8706, 1.2028, -0.2536, -0.0915]",+44,-26.2,6-58,NaCl,1923,719,0.3107,10.1745,6c32a160-8540-448a-8f00-60dbb1d398bd,6205.8566,3020,47 0 * * *,XS,0.8466,batch-20180204-38
2590,Homo sapiens,1,0.3727,725.3377,approved,-4.8%,953,49.58,4003 shares @ $494.5,0.2949,64.8,0,8759.2011,"[-0.7527, 1.3245, 0.2854, -0.9584, 0.0014, -0.3927, -0.7637, 0.605]",-86.7162,INV-868597,29707.7,0,"[0.1216, 0.4574, 0.9785, 0.283, 0.1908, 0.7034, 0.706, 0.2418]",42.06,8747.8733,07/26,61.12,UTF-16,159.95,"[-0.1443, 0.1133, -0.154, -0.5155, -0.4589, -0.3761, -0.5175, 0.7308]",-14.5741,20.9894,Unisex,28.3748,6345,-79.795,"[0.2354, -0.4209, -0.5086, 0.1893, 0.3615, -0.4562, -0.7148, -0.2741]",-45.1997,-0.3375,BILL-744265,44-53,4.17.96,17.8962,YNO,"[3.54, 81.79]",GPL-3.0,Ms.,5407,157 days,-2.25489,tenant-007,00:31:04,BILL-836771,0.2955,"[0.4535, 0.095, 0.1982, 0.8066, 0.1271, 0.4362, 0.1398, 0.5798]",99.78,35.05,0.7701,1,Social Media,Standard,35.97,Weekly on Monday,8229.7223,E. coli,NRI,White et al. (2006),"[-0.6467, 0.4304, -0.0305, -1.4563, -0.2258, -0.6881, 0.8781, -0.4577]","[-0.142, -0.6328, -0.2095, -0.3789, 1.1337, -1.3399, 0.8467, 0.623]",C6H12O6,"$8,395",POSIX,58.3,0.5831,"[-1.0191, -0.2557, -0.7153, -0.7354, 0.0503, -0.2264, 0.8333, 0.5795]",32.43%,"[-0.4627, -0.9228, 0.4296, -0.04, 0.0176, -0.5478, 0.3785, -0.0521]",+33,4.5,22-72,E. coli,9984,63,0.5155,-29.3803,0664a410-06a4-4d49-8f1d-c475f396cc5e,6314.7376,563,"25 2 * * 0,6",S,0.3826,batch-20240702-03
2324,E. coli,1,0.4903,1527.9433,cancelled,8.81%,9629,28.66,4201 shares @ $206.07,0.6266,8.7,1,9088.6796,"[-0.6614, -0.2908, -0.5315, -0.0964, 0.2863, -0.063, -0.1499, 0.7728]",18.0527,INV-506594,46655.1,0,"[0.882, 0.8573, 0.5873, 0.2739, 0.633, 0.2082, 0.1486, 0.433]",77.71,6751.9394,08/24,63.86,UTF-16,229.62,"[-0.6879, 0.0515, -0.4599, -0.0733, -0.0618, 0.1, 0.0981, 0.5752]",-50.2567,9.7319,Male,26.9509,9077,56.0598,"[-0.5877, 0.5254, 0.2972, -0.5763, -0.2461, 0.4507, -0.39, 0.538]",98.8954,-0.626,BILL-847524,12-58,2.7.60,7.8122,FOJ,"[33.8, 86.31]",MIT,Hon.,919,166 days,49.741068,tenant-013,18:34:10,BILL-965380,0.0485,"[0.248, 0.6566, 0.9953, 0.6115, 0.0013, 0.5678, 0.5383, 0.2336]",21.7,10.5,-0.9437,1,Phone,Basic,76.22,Every 15 minutes,-835.4207,H2O,YGN,Thompson et al. (2008),"[-0.565, -0.0379, 0.8505, -1.1203, -0.9571, 1.2178, 0.4953, 0.541]","[0.9929, -0.2298, -0.1022, -1.4321, -2.2594, -2.5409, -0.0467, -1.2623]",NaCl,"$44,228",RFC 3339,86.13,0.3703,"[-0.0031, -0.1516, 0.6538, 0.5348, 0.4494, 0.8376, -0.3445, -0.3898]",-14.32%,"[-1.2145, -1.7371, 0.3435, -0.3827, -1.7061, -0.6272, -0.446, -0.3955]",+91,32.6,17-73,E. coli,2883,226,0.5133,-83.4436,15d26484-fa66-4ffa-a2ea-173ce2ec8a92,6240.4845,4316,"14 21 * * 0,6",XXL,0.6835,batch-20221205-91
6579,H2O,true,0.3159,4317.184,pending,37.81%,9949,64.37,670 shares @ $333.19,0.8745,84.6,1,6265.8952,"[-0.3486, 0.2163, 0.1775, -0.0593, 0.5799, -0.372, 0.5735, -0.1885]",55.4183,INV-143085,24540.4,0,"[0.8066, 0.4292, 0.8051, 0.3142, 0.9483, 0.8075, 0.2613, 0.7069]",46.78,9423.7492,03/24,66.03,UTF-8,516.75,"[-0.0811, -0.1972, -0.3709, 0.4244, -0.0099, 0.733, 0.0041, -0.2116]",14.1701,1.6818,Unisex,0.2759,1905,51.1094,"[-0.0531, 0.1779, -0.7755, -0.9661, -0.6389, 0.3377, 0.659, -0.1376]",58.6851,-0.5652,BILL-616609,12-74,0.16.58,31.8899,ZXT,"[26.57, 87.74]",CC BY 4.0,Mr.,2073,115 days,-64.129659,tenant-012,14:03:20,BILL-183370,0.6219,"[0.0, 0.4765, 0.2325, 0.4899, 0.4998, 0.8543, 0.6695, 0.6594]",47.65,10.85,0.6318,1,Email,Trial,80.15,Daily at 2am,3161.3124,C6H12O6,JCZ,Harris et al. (2016),"[-0.6263, 0.4698, 1.7608, -1.4616, 1.5559, 0.1629, -0.9035, 0.6219]","[2.2611, -0.5245, -1.348, 0.9889, -0.8807, -1.032, -1.9399, -0.6487]",NaCl,"$38,664",ISO 8601,19.2,0.4673,"[0.5926, -0.4564, 0.1358, 0.6515, 0.1911, -0.165, 0.49, 0.2384]",-16.4%,"[-0.0216, 0.472, 0.4475, 1.2705, 2.2093, 1.2492, -0.3586, 0.7463]",+1,23.4,5-68,NaCl,9658,504,0.1355,22.0727,dfcaad0f-30d6-47c3-8e93-d4750383233e,7250.1336,3371,"6 22 * * 0,6",L,0.8637,batch-20180317-82
