weqmx1,employee_id_14,v_binar,integer,marital_status,deletedat,c_rrp,p_stmm,ci,CORRELATION,meta_forma,currency_name,INTEGER,numeric_range_raw,rbhac26,user_median,numeric_range,v_pu,median_22,corr,user_cas_registry_number,dim_brow,features,citation_val,deleted_at,intval,retentionPolicy,numericRange,jqtxw10,standard_deviation,v_dec,c_std_d,STANDARD_DEVIATION,DECIMAL_FLOAT,data_lineage_data,gtin,wordEmbedding,internal_communication_data,field_4,src_payment_method,WORD_EMBEDDING,cron_schedule_30,f_433,col_997,c_proto,apiKeyToken,src_schema_table_name,wordemb,image_embedding,attr_mgp,relative_humidity,meta_hist,col_561,col_corre,col_122,mean,histogram_bin_field,var_sj,TREND_GROWTH_RATE,trend,check,int,ENERGY,raw_feature_vector,histogram_bin,epyjvh96,scientificName,var_129,severity_level_6,tstamp,v_sci,percentile_val,dim_correlation,mean_2,correlation_30,phoneFormatPattern,meta_mari,float,raw_file_path,HISTOGRAM_BIN,f_xv,d_url_,mom,caption,stddev,sciname
1929.0203,EMP35322,1,3064,Widowed,,Pizza,30-56,"[2.61, 83.47]",0.0645,RFC 3339,Euro,8430,7-53,UTF-16,7.0197,16-52,35.4366,-56.4987,0.9961,51181-11-3,Safari,"[0.3637, 0.8051, 0.8674, 0.0845, 0.5881, 0.0004, 0.3408, 0.327]",Johnson et al. (2006),,3624,7 years,32-57,_ga=0662722465.4449056,22.5692,-93.4897,9.5758,8.7009,4335.5484,raw.users -> exports,5817358798334,"[0.2052, -0.496, 0.7675, -0.8142, 0.1387, -1.6473, -0.0984, -0.3353]",[INTERNAL] Q2 strategy review pending board approval,257.2,ACH,"[-0.1322, 0.8544, -0.5147, -0.3355, -1.1842, -0.7623, 0.0562, -0.6]",56 3 * * *,-69.8154,107,HTTPS,sk_zogrDQpTCISsjdQZzMekvVpYr78wKaTV,analytics.events,"[-0.8598, -2.1133, 1.0711, 0.25, -0.535, -0.3419, 0.9187, 2.1309]","[0.2064, 0.0734, 0.2304, 0.3401, 0.934, -0.0397, -0.0004, -0.5257]",NO,8.2,95.06,Martinez et al. (2002),-0.444,168,76.5347,74.07,m,21.45%,-10.79%,NOT NULL,2507,54333.1,"[0.7821, 0.8768, 0.0351, 0.9676, 0.0164, 0.0408, 0.8319, 0.0885]",16.96,222.4901,NaCl,95.78,Critical,2023-01-24T06:43:53Z,E. coli,6.98,-0.814,29.9723,0.7761,+81-XX-XXXX-XXXX,Single,3455.1439,/var/exports/export_373.xml,7.74,EF7G47Z8KO9UAX735,https://example.com/users/587c4217/profile,8.82%,Figure 1: Comparison,0.2306,NaCl
2054.3348,EMP56784,1,713,Divorced,,Salad,44-92,"[2.17, 79.41]",0.0384,W3C Date,Swiss Franc,6626,7-77,UTF-16,-79.033,39-90,-74.6763,59.224,-0.3766,46984-25-2,Opera,"[0.2535, 0.6998, 0.6787, 0.2796, 0.815, 0.7573, 0.4984, 0.7886]",King et al. (2003),,9708,indefinite,22-68,_ga=8559212455.4113403,11.8487,3346.8269,35.2646,5.8942,4218.865,curated.orders -> analytics,9073094588625,"[-1.7746, -0.5299, 2.2136, 1.7302, 0.2558, 1.5073, -0.2353, -1.0613]",[INTERNAL] Q2 strategy review pending board approval,300.3,ACH,"[0.9177, 1.1442, 2.0746, 0.9514, 0.4434, 0.2153, 0.4629, -0.2684]",24 9 * * *,2.509,492,MQTT,sk_Gl5RefAqFEvroc5giLvManGNvfIgpnqw,hr.employees,"[2.6599, -0.5135, -0.836, 1.1391, 0.3204, -1.1604, 1.2058, -0.3409]","[-0.4173, 0.374, -0.0805, 0.3391, -0.0132, -0.1094, -0.0835, -0.0828]",true,95.9,22.63,Johnson et al. (2024),-0.8722,811,2.0382,88.34,L,-2.98%,49.79%,age >= 18,9319,58463.2,"[0.1217, 0.5902, 0.3547, 0.7042, 0.0161, 0.0896, 0.1299, 0.9795]",93.36,3967.8119,NaCl,42.84,High,2026-02-05T23:45:25Z,NaCl,20.9,-0.7629,-19.9339,-0.813,+81-XX-XXXX-XXXX,Single,-53.8577,/var/data/export_100.log,79.84,C8X80CPS6LZUD5SYX,https://example.com/users/d01e444f/profile,-49.47%,Figure 4: Overview,39.0583,H2O
5911.3056,EMP59781,1,2159,Married,2019-04-11T13:09:59Z,Salad,23-60,"[27.25, 75.55]",-0.7834,IEEE 754,Swiss Franc,7963,44-93,UTF-8,79.1784,5-97,-49.3054,-91.5336,-0.4152,31221-96-1,Edge,"[0.4797, 0.985, 0.4467, 0.9419, 0.7276, 0.5829, 0.5763, 0.1309]",Jackson et al. (2020),,347,30 days,19-51,_ga=2287847737.9769461,44.9389,1146.517,36.9944,1.5131,2150.6158,curated.orders -> reports,4812457939527,"[-1.8284, -0.6633, -0.7513, -1.3054, -0.8547, 1.0797, -0.9825, -2.0759]",[INTERNAL] Q1 strategy review pending board approval,238.9,Debit Card,"[0.1841, 0.9297, -0.6858, 0.3826, 0.4218, -0.6779, -1.8579, 1.3015]","32 7 * * 0,6",54.4322,658,HTTPS,sk_Vqi9RhOUbaQaGpeMNURseiQIbZfmYdmP,sales.orders,"[-0.197, 0.7085, -0.3919, 0.0089, -0.2066, -0.8631, -1.8097, 0.1381]","[-0.6884, -0.7541, -1.266, 0.2289, 0.4786, 0.2824, -0.2929, -0.1958]",NO,1.0,21.81,Taylor et al. (2003),-0.0838,361,10.6733,71.69,°C,-13.51%,45.43%,"status IN ('active','pending')",6098,97132.0,"[0.9324, 0.4357, 0.1556, 0.7355, 0.0216, 0.2449, 0.2885, 0.1888]",46.54,784.7182,Homo sapiens,23.9,Critical,2025-06-08 15:15:46,H2O,80.69,-0.6796,-38.5392,-0.2062,+44-XXXX-XXXXXX,Single,2422.333,/var/tmp/batch_161.log,42.23,1F1K0QCCJDFWE4O2G,https://example.com/users/1f274e52/profile,2.31%,Figure 13: Timeline,44.2174,Homo sapiens
4857.8348,EMP39806,1,9877,Divorced,,Steak,25-98,"[8.23, 97.17]",0.0878,W3C Date,Swiss Franc,4825,32-86,UTF-16,69.7559,44-90,51.677,92.9474,0.1743,85027-27-8,Safari,"[0.6136, 0.4842, 0.2597, 0.25, 0.9158, 0.5631, 0.4477, 0.133]",Garcia et al. (2024),,8617,30 days,22-96,_ga=3291021143.7442719,37.678,8507.0946,12.4444,48.2153,2645.3241,staging.orders -> reports,8097700083461,"[-2.1306, -0.09, 0.2157, 0.3252, 0.9799, -0.0302, -0.7912, -0.3711]",[INTERNAL] Q1 strategy review pending board approval,31.5,PayPal,"[-0.0396, 0.5749, 1.8584, -0.6104, 1.9077, -0.582, 0.5632, -2.7641]",34 0 * * 1-5,-15.5282,593,SMTP,sk_4fLxKd4eOfgR6ats9mOAoyPrxne1omMP,analytics.events,"[0.5996, -0.4887, -0.9783, -0.0951, -0.3919, 0.5527, 0.548, 0.386]","[0.0439, -0.2985, 0.4255, 0.1685, 0.0694, 0.1632, 0.0926, -0.035]",false,2.9,43.26,King et al. (2026),0.9835,636,99.3575,44.74,ft,0.41%,-2.69%,NOT NULL,8497,91937.5,"[0.5541, 0.5353, 0.9696, 0.632, 0.1581, 0.1165, 0.6148, 0.4655]",10.39,6796.3676,NaCl,80.49,Critical,2020-05-06T14:13:39Z,NaCl,84.44,-0.7751,40.96,-0.0837,+44-XXXX-XXXXXX,Divorced,1213.7762,/var/logs/daily_503.csv,37.88,FUYDXW33KCWDB8MY0,https://example.com/users/c20842f1/profile,-41.03%,Figure 9: Timeline,44.6938,C6H12O6
9893.8726,EMP36376,1,5255,Single,2022-12-10T06:43:39Z,Salad,50-99,"[2.73, 60.2]",0.541,W3C Date,Euro,59,27-83,ASCII,49.1151,3-99,-65.437,85.7329,-0.162,34629-37-8,Opera,"[0.0793, 0.2134, 0.5466, 0.6493, 0.7946, 0.2377, 0.2633, 0.8358]",Walker et al. (2007),,5466,indefinite,24-70,_ga=0132825583.1259424,34.841,6298.5396,19.6957,42.6326,7603.8963,raw.users -> analytics,5337453204281,"[-0.0215, -0.7544, 0.1381, -0.4874, -1.1011, 0.5583, -0.1281, 0.4912]",[INTERNAL] Q1 strategy review pending board approval,280.9,Debit Card,"[0.7551, 1.1199, -0.0935, 1.0388, -0.3623, -1.0814, -0.2711, 0.293]","39 2 * * 0,6",74.575,773,MQTT,sk_Mp9RWgBjAsqDxhjB3J8P46UsnZWKVxhL,sales.orders,"[0.8752, -0.2365, 0.7101, 1.1675, -1.1039, 1.0725, 0.6954, -0.9795]","[0.2598, -0.3243, 0.888, 0.5507, -0.7991, 0.6588, 0.2084, 0.3932]",NO,68.6,36.67,Williams et al. (2009),-0.121,326,-7.6197,58.35,°C,-26.98%,0.06%,age >= 18,5618,36341.1,"[0.8634, 0.8724, 0.1779, 0.9028, 0.4559, 0.4148, 0.0836, 0.9653]",31.73,3879.8551,H2O,35.75,High,2026-12-28 22:45:20,E. coli,82.99,0.6105,-94.4282,0.6375,+44-XXXX-XXXXXX,Divorced,2262.763,/var/data/daily_134.xml,4.73,F8IEWLBPO78NXKR1V,https://example.com/users/406dda60/profile,-22.44%,Figure 3: Overview,20.5194,H2O
9472.6835,EMP83735,1,4665,Married,,Salad,34-100,"[22.44, 83.88]",0.6956,RFC 3339,Japanese Yen,9355,12-68,UTF-16,24.8349,46-76,66.3355,88.5538,-0.6957,64410-35-1,Firefox,"[0.7562, 0.3463, 0.3262, 0.6307, 0.8073, 0.1914, 0.264, 0.5727]",Johnson et al. (2014),,2652,30 days,37-70,_ga=2901818732.4995059,28.2951,6424.6694,28.8475,32.84,5762.089,curated.users -> reports,5254240693287,"[-0.2718, 0.0635, 0.4174, -0.1376, 0.0796, 1.1006, -0.3108, -1.1674]",[INTERNAL] Q4 strategy review pending board approval,203.0,ACH,"[-1.6272, 0.151, -0.689, -0.2816, 0.3428, -0.048, 0.6149, 0.8399]","10 13 * * 0,6",-15.1127,592,SMTP,sk_9hgo2bEvFB0MKxyxbLHTBh6W8ih4nmVq,public.users,"[-0.0281, 0.2458, 0.4107, -0.8235, 1.8252, 1.1, 1.1316, -0.8279]","[1.0614, 0.2243, 0.0258, -0.0302, -0.3255, -0.2195, 0.4844, -0.3915]",true,68.1,49.42,King et al. (2019),0.7476,383,-86.7816,27.94,kg,-43.36%,-37.21%,age >= 18,4241,8192.6,"[0.9496, 0.7557, 0.2453, 0.691, 0.5153, 0.6672, 0.3204, 0.9008]",64.26,343.9127,E. coli,37.86,Low,2026-05-05T17:21:14Z,H2O,32.12,-0.3075,-21.7611,-0.7482,+44-XXXX-XXXXXX,Single,-543.3334,/var/logs/batch_636.xml,67.64,DRLIQP8AOZ52TPL1Y,https://example.com/users/e23f3196/profile,-11.45%,Figure 14: Distribution,17.7827,Fe2O3
-179.9549,EMP74938,1,6244,Widowed,,Pizza,34-92,"[36.77, 62.41]",0.925,RFC 3339,US Dollar,7806,0-87,ASCII,72.5752,36-99,25.8751,-54.1591,0.6963,42373-94-9,Brave,"[0.68, 0.9742, 0.4512, 0.6996, 0.5755, 0.5494, 0.533, 0.4894]",Smith et al. (2024),,3009,30 days,26-87,_ga=1323218702.2483908,37.9859,5941.9723,27.4146,6.294,5751.9623,curated.orders -> reports,6838066794211,"[0.9915, -0.2876, -0.3812, -1.8408, -2.2367, -0.1227, -0.0372, 0.1387]",[INTERNAL] Q3 strategy review pending board approval,65.5,PayPal,"[-0.4342, -0.4794, -0.9155, -1.3268, 0.852, -0.7548, -0.0431, 0.2045]",5 19 * * 1-5,-17.3696,669,HTTPS,sk_m1LBdQLAsKbbdTe8qr4ePCm55863chiH,analytics.events,"[-0.8082, 0.4054, 0.2105, 2.1257, 0.4632, 1.5943, -1.9016, 0.0434]","[-0.0214, 0.1253, -0.3209, 0.7808, -0.4855, -0.1925, 0.5028, -0.4053]",YES,0.7,64.19,Moore et al. (2018),-0.2341,24,-60.6968,39.4,°C,6.68%,-3.89%,amount <= 10000,9986,91142.0,"[0.6754, 0.2858, 0.439, 0.6887, 0.9615, 0.2284, 0.5543, 0.0711]",75.64,7760.9247,Homo sapiens,11.39,High,2021-11-17T15:47:51Z,Homo sapiens,35.49,-0.9913,7.0382,0.6549,+81-XX-XXXX-XXXX,Widowed,7761.6289,/var/config/batch_510.json,7.28,VKMZ9GYVCALWLW3NP,https://example.com/users/417ed654/profile,-43.97%,Figure 3: Distribution,33.4038,NaCl
3278.5055,EMP15285,1,0,Single,,Salad,40-100,"[38.02, 72.73]",0.9967,RFC 3339,British Pound,8739,40-90,UTF-8,-2.0683,4-58,16.8518,96.857,-0.1541,142-26-5,Safari,"[0.9581, 0.1406, 0.8064, 0.3877, 0.6915, 0.2008, 0.545, 0.7043]",Thompson et al. (2001),,1644,1 year,33-90,_ga=9783112530.4983700,44.4975,9717.6293,39.0936,19.0828,9387.7352,raw.events -> analytics,3593916789982,"[0.5032, 0.5375, -0.0015, -0.3543, -1.6103, 2.7807, 2.0281, -0.6588]",[INTERNAL] Q2 strategy review pending board approval,360.3,PayPal,"[-0.8805, 0.2867, 0.168, 1.0401, 0.2073, -0.048, 0.0713, 0.2822]",58 10 * * *,31.0356,298,WebSocket,sk_cip60s6qt9jjeGEZO8SskV0FZHJAZwma,sales.orders,"[1.7912, -0.2195, -0.4395, -1.0027, 1.5206, -1.3743, -1.5125, 1.399]","[0.2964, -0.6574, 0.4246, -0.5485, 0.5197, -0.0594, -0.0647, 0.2618]",true,11.5,27.23,Rodriguez et al. (2009),0.1027,974,12.9939,63.22,gal,-7.91%,0.33%,amount <= 10000,572,82372.6,"[0.6576, 0.8393, 0.3946, 0.0003, 0.4157, 0.0952, 0.9343, 0.8525]",68.92,3321.1091,C6H12O6,39.1,Critical,2021-04-04T12:49:29Z,H2O,2.98,0.7768,6.5768,-0.5847,+1-XXX-XXX-XXXX,Married,6018.7976,/var/logs/daily_73.json,99.65,B4VIF1LVS90U6EV07,https://example.com/users/57d4d9e3/profile,-43.41%,Figure 8: Distribution,45.5896,NaCl
1098.5399,EMP69100,0,3742,Single,,Pizza,8-91,"[26.36, 70.26]",-0.7873,RFC 3339,British Pound,1311,7-79,UTF-8,-8.6141,11-84,95.4649,-88.7146,0.8482,13842-73-4,Firefox,"[0.9039, 0.4256, 0.5005, 0.7736, 0.0026, 0.5548, 0.9996, 0.6242]",Thomas et al. (2014),2022-02-23 04:18:06,9877,7 years,9-81,_ga=3615615208.1953362,14.6746,1148.2442,23.4337,1.7958,272.1064,curated.events -> analytics,5830695272082,"[1.3191, 0.2259, -0.1163, -0.5592, 1.1033, 0.4303, 0.0113, 0.8335]",[INTERNAL] Q2 strategy review pending board approval,317.5,Wire Transfer,"[-1.5647, -0.4501, 0.1473, 0.8589, -1.7156, -0.0707, -0.7342, -0.2319]",40 20 * * *,-10.7348,868,HTTP,sk_hRc2JxigOdxWPzMPK7uwDzUyw78HtYRA,hr.employees,"[0.6859, -0.449, 1.0127, -0.86, 0.0467, 0.9557, -0.2588, 0.9404]","[0.7022, 0.2476, 0.9245, -0.1296, 0.7554, 0.0112, -1.2237, -0.7831]",true,78.4,45.64,Martin et al. (2022),0.5946,285,-25.6406,53.57,kg,13.27%,12.85%,NOT NULL,2422,98421.6,"[0.3525, 0.911, 0.3129, 0.9423, 0.4512, 0.0024, 0.8607, 0.5022]",78.45,7831.3196,Fe2O3,60.5,Medium,2020-03-15T00:41:38Z,E. coli,63.58,-0.5517,80.968,0.4677,+81-XX-XXXX-XXXX,Married,4513.1121,/var/uploads/export_74.json,72.42,ZEH9O9POOG2A7GBER,https://example.com/users/8e1c30a3/profile,-45.36%,Figure 12: Overview,5.1357,C6H12O6
6740.2262,EMP55520,1,145,Single,,Pasta,1-69,"[12.95, 92.3]",-0.81,ISO 8601,Swiss Franc,553,20-63,ASCII,-74.8178,38-68,61.6641,66.6311,0.8885,78890-65-8,Opera,"[0.6012, 0.7559, 0.5759, 0.4746, 0.9454, 0.2585, 0.6967, 0.8532]",Johnson et al. (2015),,233,7 days,36-57,_ga=8630206481.9309735,37.622,6442.89,8.9539,8.1336,7860.1642,staging.users -> reports,2989806582832,"[-0.5838, -0.3302, -0.1905, 1.1095, -1.4431, -0.5203, -0.9631, 1.9177]",[INTERNAL] Q4 strategy review pending board approval,156.8,Cash,"[-0.4505, 0.9874, -0.7502, -0.3801, 1.645, -0.6353, 0.3094, -1.0298]",30 11 * * *,-63.0237,351,WebSocket,sk_Qzont3kFtk375S8MamFUwEFMysnrsLWB,sales.orders,"[-0.0287, -0.7416, 0.1549, -1.2233, -0.0065, 0.9816, -1.1701, 1.3375]","[0.0203, -0.1391, -0.4012, 0.2209, 0.1964, -0.394, -0.2949, -0.2256]",true,74.6,7.65,Davis et al. (2001),0.2894,240,92.3078,15.72,gal,47.17%,-4.71%,NOT NULL,9511,92574.0,"[0.7582, 0.9761, 0.0021, 0.8965, 0.1392, 0.6299, 0.1611, 0.3405]",12.61,5310.3036,Fe2O3,31.52,High,2020-07-27 17:31:16,E. coli,3.46,0.2891,-24.7519,0.226,+44-XXXX-XXXXXX,Widowed,4571.1876,/var/uploads/export_924.json,84.63,HZRW6GGKE77I6XOCY,https://example.com/users/8e304b8b/profile,27.69%,Figure 14: Distribution,39.1378,E. coli
4535.0048,EMP87201,1,1893,Married,2022-04-25T23:29:26Z,Tacos,50-54,"[2.48, 63.16]",0.4006,W3C Date,Japanese Yen,6464,49-86,ASCII,-37.5867,2-76,96.8341,88.0929,-0.3929,78309-44-5,Safari,"[0.5648, 0.0176, 0.3649, 0.2934, 0.066, 0.5552, 0.973, 0.8035]",Thomas et al. (2008),2018-01-14 15:06:21,9961,1 year,14-96,_ga=9159173858.3925702,46.3659,9487.3597,9.9127,4.4427,9280.6622,curated.orders -> reports,1215623367601,"[1.2989, -0.372, -1.0318, -0.292, -1.7861, -1.703, -0.0483, 1.4137]",[INTERNAL] Q4 strategy review pending board approval,143.7,ACH,"[0.3631, 1.4316, -1.4964, 1.1435, -0.1791, 0.7331, -0.7252, -1.2942]",8 3 * * 1-5,19.3606,918,SMTP,sk_gd6P1pnRZqCEsBXCk0aPQcaWjj52CEXN,sales.orders,"[0.7158, -0.9084, -0.7157, -1.7505, -0.8411, 0.6122, -1.6027, -1.7094]","[-0.5576, 0.3563, -0.0767, 1.4783, -0.0109, 0.2426, 0.1211, -0.1823]",NO,42.8,13.53,Thomas et al. (2009),0.98,231,79.6044,52.06,m,17.98%,28.42%,amount <= 10000,2004,84696.4,"[0.4746, 0.8862, 0.2963, 0.8907, 0.218, 0.6925, 0.2619, 0.4426]",92.39,9312.774,NaCl,94.41,Critical,2020-11-27 01:41:35,NaCl,60.12,-0.19,-83.1616,0.0399,+81-XX-XXXX-XXXX,Divorced,5662.8217,/var/config/daily_44.yaml,48.05,DH7RPCAOUN40CMYFV,https://example.com/users/069de6ed/profile,6.98%,Figure 13: Overview,46.5361,NaCl
-610.574,EMP51949,1,3945,Divorced,,Pizza,6-58,"[8.6, 71.91]",0.5967,POSIX,Japanese Yen,7321,26-90,UTF-8,85.8271,30-84,-81.2084,-82.657,-0.5867,3760-84-8,Edge,"[0.4607, 0.2697, 0.1118, 0.5954, 0.2171, 0.4603, 0.5634, 0.4795]",Johnson et al. (2013),,3246,7 years,6-59,_ga=3972675487.4834172,14.1227,4508.3853,7.4538,48.1177,7081.473,raw.events -> analytics,2298991547858,"[1.5973, -0.3307, -1.187, 1.6571, -1.4036, 1.0946, -0.0192, 0.1214]",[INTERNAL] Q1 strategy review pending board approval,426.7,Credit Card,"[1.5227, 0.6336, -3.0286, 1.5758, 0.1478, 0.354, 1.9326, 0.1256]",57 3 * * *,47.6571,155,WebSocket,sk_0RWLfqO4DtmbuQ67WPaQWsluT8yJnQMr,hr.employees,"[2.1053, 0.1198, -0.5645, -0.2654, 1.2566, -1.613, 0.8029, 1.0516]","[-1.0337, 0.2669, -0.006, 0.6376, 0.8508, 0.6537, 0.3939, -0.0639]",YES,70.6,99.97,Walker et al. (2018),-0.7721,155,28.7239,73.9,°C,18.41%,29.29%,"status IN ('active','pending')",1144,81056.3,"[0.1336, 0.0148, 0.9361, 0.9379, 0.1196, 0.658, 0.9141, 0.1775]",48.94,-136.2717,C6H12O6,4.09,Low,2018-01-03 01:02:12,Fe2O3,17.63,-0.7446,-10.1533,-0.9058,+81-XX-XXXX-XXXX,Widowed,9820.0858,/var/data/daily_637.parquet,86.52,SB559RS6YVQ8V2O0O,https://example.com/users/9f598023/profile,-32.69%,Figure 18: Timeline,41.4715,C6H12O6
3708.8654,EMP60573,0,1277,Widowed,,Tacos,27-73,"[19.44, 83.12]",-0.422,POSIX,Japanese Yen,9074,31-93,UTF-16,-48.0467,18-61,-57.2284,-3.1473,-0.6686,73156-26-0,Safari,"[0.2692, 0.4911, 0.9247, 0.6736, 0.527, 0.5357, 0.4208, 0.9216]",Martin et al. (2006),,7402,1 year,1-89,_ga=3244102198.3652897,40.1464,5805.3681,29.6789,17.598,9308.9624,curated.events -> analytics,5829088032660,"[-0.5562, -1.6918, 1.5757, 0.3361, 0.621, 0.9841, -0.1376, 0.4273]",[INTERNAL] Q3 strategy review pending board approval,65.7,Wire Transfer,"[-1.6483, 0.2531, 1.1261, 0.0674, -1.3036, 1.3228, 0.55, -0.6022]","26 12 * * 0,6",-43.0312,698,WebSocket,sk_7YYi0Y3dGJlBcihEdfafte9PuFnAAC1l,hr.employees,"[2.2744, -1.2577, 1.3456, 0.0602, -0.3907, -0.9829, 0.2845, 1.0016]","[0.7802, 0.2406, -0.2699, -0.7082, -0.4344, -0.1447, 0.9285, 0.4612]",NO,44.3,18.86,Walker et al. (2025),0.6688,310,24.7475,62.12,kg,-26.65%,-7.58%,"status IN ('active','pending')",7634,21481.2,"[0.5785, 0.4962, 0.3787, 0.3566, 0.5718, 0.7598, 0.4286, 0.559]",68.1,2322.8825,Fe2O3,40.98,Critical,2026-02-18 06:44:37,NaCl,22.6,0.7833,80.5704,0.8185,+1-XXX-XXX-XXXX,Married,8943.2742,/var/exports/batch_839.parquet,28.26,FE10ILJ4QHE9QSUVY,https://example.com/users/5f0270b9/profile,-12.05%,Figure 8: Comparison,42.2607,C6H12O6
1941.6787,EMP37060,0,6637,Divorced,,Tacos,46-60,"[29.69, 86.68]",0.4729,IEEE 754,British Pound,8446,25-88,UTF-16,41.627,46-53,-90.2618,93.8817,-0.8113,27586-44-3,Safari,"[0.7059, 0.3367, 0.989, 0.1019, 0.5378, 0.892, 0.7654, 0.292]",Anderson et al. (2015),2021-09-25T23:20:44Z,1151,30 days,23-59,_ga=9345147187.4596953,11.7937,9209.6673,48.9176,30.0841,5237.1051,staging.users -> analytics,8526090749612,"[1.3567, 0.5727, -0.9915, 0.8287, 2.7445, -0.0297, 1.62, 0.18]",[INTERNAL] Q2 strategy review pending board approval,161.3,PayPal,"[-1.1325, 0.7258, -0.6844, -1.5666, -0.4591, -0.814, -0.5116, 0.3529]",47 11 * * 1-5,89.8115,551,FTP,sk_JYQ3VDhnY6jXjC64MyRJQHBoMYen5rWm,analytics.events,"[-1.1951, 0.4402, -0.1595, 1.2384, -1.2616, -1.3859, 0.0618, 0.9798]","[-0.5257, 0.2956, -0.0297, -0.1744, 0.0582, 0.1946, -0.0274, -0.9133]",YES,63.8,23.75,Moore et al. (2004),-0.6773,106,99.075,85.07,gal,20.39%,-44.52%,"status IN ('active','pending')",2825,63696.8,"[0.1745, 0.8754, 0.8055, 0.8941, 0.6296, 0.536, 0.0716, 0.1098]",51.75,6034.8063,NaCl,4.69,High,2023-05-27T19:20:00Z,E. coli,33.24,-0.8686,-73.4184,0.026,+1-XXX-XXX-XXXX,Single,7295.6989,/var/uploads/batch_801.log,64.81,E6PDD9ARCEROMTA5O,https://example.com/users/c944d250/profile,-17.76%,Figure 3: Distribution,44.2315,Fe2O3
5426.9732,EMP61162,0,5361,Married,2018-03-14 06:40:16,Pasta,45-65,"[6.59, 77.51]",-0.5663,POSIX,US Dollar,7702,14-89,UTF-16,-21.1481,27-59,-62.234,-61.777,0.0128,85374-76-3,Chrome,"[0.0038, 0.2025, 0.0135, 0.0753, 0.6707, 0.028, 0.5312, 0.5786]",Davis et al. (2015),2020-09-18T23:06:17Z,3253,1 year,30-91,_ga=9503237355.1980967,16.7557,725.8525,39.6862,2.5869,9469.0296,curated.events -> analytics,8740544337741,"[1.655, 0.7514, 0.3928, -0.8444, -0.311, -0.8434, 0.5715, -0.6872]",[INTERNAL] Q3 strategy review pending board approval,476.9,Wire Transfer,"[-1.1014, -0.1466, -0.8118, 0.3843, 0.1301, -0.1726, -1.0177, -0.5965]","35 15 * * 0,6",47.6012,589,HTTPS,sk_ApiAt6jYloVXkyg891lq0NrQubDdwUn3,sales.orders,"[1.1838, 1.3098, 1.1682, 0.5606, -0.3058, -0.9998, 0.0588, 0.1542]","[0.711, -0.5916, -0.0102, 0.3457, -0.2353, 0.3339, -0.7921, 0.6352]",NO,70.2,91.83,Taylor et al. (2024),0.1512,60,-90.3288,16.99,L,12.39%,-28.63%,NOT NULL,1055,87482.9,"[0.1081, 0.9989, 0.5317, 0.814, 0.8067, 0.4828, 0.2585, 0.1204]",70.1,1519.5895,E. coli,70.16,High,2023-06-13T15:46:07Z,Fe2O3,8.88,0.944,35.7397,0.9077,+44-XXXX-XXXXXX,Divorced,1876.3391,/var/exports/batch_712.log,10.22,7DSORFP6FYVPYF3FY,https://example.com/users/f3623a29/profile,-49.14%,Figure 7: Comparison,4.7873,Fe2O3
9624.6929,EMP24730,1,7981,Divorced,,Sushi,24-59,"[23.76, 95.46]",0.6657,IEEE 754,Euro,7690,24-90,ISO-8859-1,-59.1583,42-72,-64.5787,-56.1563,-0.4256,2724-58-6,Edge,"[0.5452, 0.6509, 0.666, 0.6568, 0.1278, 0.008, 0.7004, 0.1092]",Lee et al. (2018),2018-07-11 17:46:34,2337,30 days,33-66,_ga=4572991367.1588118,10.4923,1629.9455,32.4652,12.8869,6261.6294,raw.events -> exports,3201972782173,"[-0.0235, 0.2633, -0.0278, -1.772, 0.1904, 0.8723, 0.2378, -0.9689]",[INTERNAL] Q4 strategy review pending board approval,35.8,ACH,"[-0.5204, -0.6537, 1.3221, -0.1181, -1.2038, 0.6446, 0.7081, -0.2307]",25 8 * * *,92.1933,705,WebSocket,sk_quFsRz0eJwlDgkjDkeTMcEZMEcXZ37qN,hr.employees,"[0.9053, -0.7777, 0.08, 0.137, 0.6946, -0.6505, -1.2909, -1.1192]","[0.2, -0.0834, -0.2494, -0.2083, 0.0924, -0.8822, 0.7897, -0.2586]",YES,0.1,79.95,Brown et al. (2013),0.22,509,82.7992,43.58,ft,30.84%,-45.75%,"status IN ('active','pending')",4971,77018.2,"[0.9945, 0.2867, 0.2202, 0.1483, 0.4177, 0.2806, 0.7825, 0.299]",60.69,1638.5538,C6H12O6,56.67,Info,2026-10-26T06:36:39Z,Fe2O3,29.07,0.4849,52.8236,-0.9453,+1-XXX-XXX-XXXX,Divorced,-503.8514,/var/data/batch_551.yaml,7.97,CWWQ21VOMYAUBHTJV,https://example.com/users/40ee7f9d/profile,14.47%,Figure 18: Distribution,29.6971,Homo sapiens
